PM25,PM10,CO,NO,NO2,NOx,O3,PH_RAIN,RAINFALL,RH,SO2,TEMP,UVB,WIND_DIREC,WIND_SPEED
61,57,0.45,1.07,22.12,23.19,39.3,0,0,74.38,2.5,15.44,0.1,37.1,3.21
59,59,0.39,0.77,14.63,15.4,40.5,0,0,77.22,2,14.79,0,37.7,1.985
58,54,0.43,0.71,12.78,13.49,38.8,0,0,78.23,1.9,14.91,0,31.735,0.76
49,54,0.48,1.02,21.35,22.37,26,0,0,79.91,1.9,15.6,0,29.0525,0.48
36,62,0.53,3.4,36.14,39.53,10.8,0,0,81.56,2.2,15.26,0,26.37,1.94
35,66,0.5,3.57,37.86,41.43,6.9,0,0,84.22,2.9,14.4,0,39.05,1.2
35,67,0.46,1.35,27.13,28.48,12.8,0,0,84.12,2.3,14.48,0,32.89,0.46
29,67,0.45,0.76,20.42,21.18,12.3,0,0,84.29,1.9,15.4,0,32.025,1.25
25,70,0.48,10.34,27.41,37.75,9.3,0,0,85.13,2.7,15.78,0,28.5125,1.47
27,72,0.47,4.52,32.12,36.64,6.3,0,0,87.01,2.4,15.18,0,25,1.73
29,67,0.46,4.63,33.15,37.78,8.75,0,0,87.28,2.2,14.83,0,22.65,1.265
26,63,0.42,0.8,19.52,20.33,11.2,0,0,88.95,1.5,14.82,0,20.3,0.8
25,58,0.41,0.92,19.91,20.83,8.9,0,0,89.04,1.5,14.86,0,59.6,0.48
25,62,0.55,17.48,24.12,41.6,7.7,0,0,87.43,2,15.43,0.2,48.78,0.45
27,75,0.57,14.08,29.43,43.51,9.1,0,0,82.69,2.4,16.39,0.7,37.96,1.69
30,59,0.38,1.5,20.36,28.26,27.1,0,0,76.98,3.1,17.495,1.9,53.18,2.93
29,50,0.41,1.72,11.29,13.01,45.1,0,0,71.27,3.2,18.6,5.3,37.84,2.01
32,59,0.39,2.01,13.12,15.13,52.1,0,0,66.32,3.8,20.5,7.8,37.91,1.95
36,60,0.39,1.2,12.6,13.8,62.4,0,0,63.02,3.7,22.31,7.4,284.01,3.04
38,68,0.36,0.79,11.7,12.5,67.3,0,0,67.33,3.6,22.12,6.9,336.53,2.85
36,68,0.31,0.54,10.01,10.55,68.2,0,0,72.755,2.8,21.95,5.6,327.77,3.11
37,66,0.27,0.65,8.7,9.35,62.8,0,0,78.18,2.2,20.25,4.2,37.83,5.38
33,69,0.28,0.56,11.41,11.96,55.4,0,0,86.48,1.8,18.55,1.6,44.81,3.22
31,76,0.3,0.62,12.82,13.44,51.7,0,0,88.725,1.7,18.12,0.6,45.86,3.66
33,76,0.3,0.29,11.19,11.48,50.7,0,0,90.97,1.5,17.82,0.2,34.75,2.85
35,77,0.33,0.13,11.6,11.73,46.5,0,0,92.22,1.6,17.71,0,39.41,2.52
39,84,0.35,0,16.54,16.54,36.6,0,0,94.16,1.7,17.49,0,35.61,3.465
40,83,0.35,0.145,14.06,14.205,32.7,0,0,96.46,1.6,17.25,0,36.04,2.895
40,74,0.37,0.1525,15.29,15.4425,28.3,0,0,99.47,2.4,17.03,0,36.47,3.0825
39,72,0.4,0.16,16.52,16.68,30.1,0,0,99.62,3,16.74,0,39.25,3.27
40,77,0.4,0.16,14.3,14.46,29.9,0,0,99.62,2.7,16.51,0,34.02,1.94
44,76,0.4,0.2,12.56,12.77,23.8,0,0,98.63,1.9,16.52,0,42.57,0.61
46,63,0.37,1.2,15.02,16.22,23.75,0,0,92.98,1.4,16.67,0,44.23,2.92
46,65,0.43,1.03,20.21,21.24,20.6,0,0,98.24,2.4,16.36,0,45.89,2.59
46,84,0.43,0.29,14.26,14.56,19,0,0,99.63,4,16.44,0,44.205,2.06
42,87,0.48,0.86,19.59,20.45,17.4,0,0,97.53,2.9,16.28,0,42.52,1.66
38,79,0.45,0.65,16.05,16.7,13.7,0,0,95.05,2.6,16.14,0,38.42,3.15
46,79,0.47,0.75,12.29,13.05,19.4,0,0,96.01,3.5,16.34,0.2,39.85,3.2
53,83,0.51,1.45,12.72,14.17,18.7,0,0,94.23,3.3,16.86,0.8,41.28,2.44
43,78,0.51,2.87,12.315,14.225,21.1,0,0,84.175,2.9,18.725,1.8,36.715,1.44
35,65,0.47,2.37,11.91,14.28,32.6,0,0,74.12,2.4,20.59,4.2,32.15,1.525
38,60,0.47,2.72,13.24,15.95,42.6,0,0,67.94,3,21.87,6.1,18.8,1.61
32,59,0.43,1.8,10.89,12.69,54.9,0,0,62.9,2.7,23.42,7.3,251.32,1.98
34,71,0.43,1.19,11.43,12.62,66.7,0,0,70.38,3.3,23.15,5.2,9.09,2.34
39,86,0.41,0.7,10.98,11.67,72.9,0,0,72.08,3.2,23.225,5.4,317.9,2.48
36,80,0.36,0.77,10.65,11.41,64,0,0,73.78,2.6,23.3,3,53.89,1.93
36,69,0.35,0.63,8.81,9.44,63.7,0,0,69.32,2.2,23.66,2.9,96.98,2.335
39,69,0.39,0.74,10.96,11.7,63.3,0,0,68.69,2.3,23.44,1.1,40.91,2.74
38,74,0.42,0.85,12.61,13.46,53.5,0,0,75.85,2.5,22.13,0.2,40.6,2.33
39,84,0.46,0.44,14.33,14.77,47.9,0,0,85,3,20.61,0,62.53,1.6725
44,93,0.49,0.6,13.94,14.54,45.3,0,0,83.26,3,20.59,0,34.34,1.67
50,90,0.65,0.76,22.24,23,26.5,0,0,84.74,2.2,20.42,0,31.21,1.34
47,86,0.56,0.7,20.37,21.07,21.4,0,0,87.6,2,19.81,0,28.08,1.01
42,83,0.49,0.66,13.97,14.63,26.4,0,0,84.55,1.6,19.34,0,29.41,0.6
35,68,0.44,0.59,13.85,14.44,24,0,0,84.62,1.7,19.18,0,47,0.625
33,61,0.42,0.69,11.26,11.95,27,0,0,86.42,1.7,19.32,0,27.475,0.65
32,65,0.44,1,14.14,15.14,21.1,0,0,85.41,1.6,19.21,0,26.5075,0.55
32,54,0.36,0.49,8.66,9.15,20.65,0,0,82.31,1.6,19.02,0,25.54,0.45
40,42,0.35,0.53,11.62,12.15,20.2,0,0,84.77,1.5,18.62,0,26.845,1.575
41,43,0.4,0.49,15.54,16.03,16.4,0,0,90.31,1.5,17.8,0,28.15,2.0875
39,68,0.41,0.67,15.3,15.97,18.1,0,0,93.33,2.3,17.77,0,27.64,2.6
41,94,0.37,0.78,15.03,15.81,23.3,0,0,94.79,3.3,17.77,0.1,31.21,2.65
49,98,0.36,1.02,12.62,13.64,31.9,0,0,93.42,4.5,18.05,0.6,34.78,2.645
55,92,0.34,1.15,10.65,11.805,36.8,0,0,88.045,3.7,18.82,2.3,33.025,2.64
52,85,0.37,1.29,8.68,9.97,36.9,0,0,82.67,3.4,20.28,4.4,31.27,2.75
46,73,0.37,1.29,8.55,9.83,43.7,0,0,73.6,2.8,21.5,5.5,44,3.07
45,73,0.4,1.81,10.89,12.7,45.2,0,0,75.65,3.1,22.27,7.4,55.79,3.05
52,80,0.35,1.57,11.78,13.35,48.5,0,0,79.44,3,21.71,6.1,49.94,3.96
58,78,0.33,1.67,12.52,14.19,48,0,0,84.43,2.5,19.655,3.9,51.48,4.97
54,71,0.37,1.43,14.96,16.4,39.8,0,0,88.82,2,18.3475,1.7,42.1,5.43
46,56,0.43,1.01,15.49,16.5,35.8,0,0,93.21,1.5,17.04,0.8,37.26,5.1
46,41,0.42,0.9,15.17,16.06,34.5,0,0,93.92,1.3,16.11,0.3,39.93,4.16
54,32,0.4,0.78,15.74,16.52,33,0,0,94.63,1.3,15.64,0.1,42.6,5.63
57,31,0.36,0.67,15.63,16.29,33.7,0,0.4,94.91,1.8,14.98,0,38.21,5.43
62,25,0.34,0.61,12.78,13.39,33.9,4.67,0.4,99.45,1.3,14.56,0,42.38,4.75
67,20,0.33,0.58,12.33,12.91,32.2,0,0,99.62,1.2,14.28,0,42.27,4.37
67,19,0.33,0.55,12.78,13.33,34,0,0,99.62,1.5,13.78,0,42.16,5.105
65,17,0.3,0.45,10.82,11.27,38,0,0,99.33,1.4,13.42,0,38.68,4.47
50,15,0.26,0.53,8.64,9.18,41.6,0,0,94.2,1.3,13.4,0,36.89,5.105
44,20,0.25,0.47,8.09,8.56,42.4,0,0,93.93,1.2,13.29,0,35.83,4.575
44,21,0.24,0.52,7.54,8.06,43.2,0,0,93.33,1.2,13.21,0,34.405,4.625
32,18,0.22,0.45,6.81,7.26,42,0,0,91.04,1.2,13.1,0,32.98,4.6775
25,18,0.21,0.69,6.51,7.2,41.8,0,0,90.49,1.3,13.02,0,34.365,4.72875
28,20,0.2,0.46,6.61,7.07,41.6,0,0,91,1.4,12.9,0,35.75,4.78
44,25,0.21,0.67,7.36,8.03,40.2,0,0,91.64,1.5,12.82,0,37.15,5.46
58,30,0.22,0.52,8.36,8.88,42.2,0,0,89.51,1.6,12.85,0.1,36.56,5.005
66,39,0.25,0.77,8.62,9.4,44.2,0,0,87.76,1.7,13.16,0.7,35.97,5.1175
71,49,0.27,1.48,9.63,11.11,45,0,0,85.77,2.3,13.82,1.5,38.375,5.23
70,54,0.29,1.3,8.62,9.91,46.4,0,0,82.54,2.2,14.48,3.2,40.78,5.46
59,59,0.31,1.26,8.33,9.58,50,0,0,79.13,2.3,15.15,4.2,42.74,6.41
53,64,0.35,1.32,10.51,11.83,50.4,0,0,79.14,2.3,15.06,2.7,41.82,5.68
51,69,0.36,1.19,9.76,10.95,50.5,0,0,78.37,2.4,15,2.8,35.5,5.6
41,65,0.33,1.17,9.96,11.13,50.9,0,0,78.1,2.3,14.75,2.3,41.23,6.17
33,60,0.34,0.83,8.77,9.6,54.2,0,0,80.585,1.9,14.12,1.1,38.28,6.04
26,64,0.41,0.72,13.73,14.45,51.4,0,0,83.07,2.2,13.49,0.3,43.45,6.08
24,73,0.46,0.9,16.2,17.1,50,0,0,89.45,2.3,12.57,0.2,38.845,5.88
21,72,0.44,0.84,12.42,13.26,46.8,0,0,90.64,1.7,12.35,0.1,34.24,5.68
19,56,0.35,0.66,11.09,11.75,43.8,0,0,86.3,1.4,12.04,0,34.34,4.48
13,43,0.31,0.67,7.69,8.36,45.5,0,0,82.75,1.3,11.76,0,30.39,3.78
6,42,0.31,0.57,6.58,7.15,46.1,0,0,82.79,1.3,11.65,0,28.465,3.08
10,42,0.35,0.65,14.58,15.23,35.1,0,0,84.04,1.3,11.82,0,26.54,2.72
11,41,0.34,0.67,15.49,16.16,30.6,0,0,85.94,1.4,11.92,0,30.25,2.95
8,35,0.31,0.75,11.58,12.33,29.3,0,0,86.95,1.3,12.26,0,20.31,2.9
8,34,0.34,0.9,23.95,24.85,21.7,0,0,88.23,1.3,12.18,0,31.74,1.9
12,39,0.32,0.88,18.5,19.37,14.1,0,0,88.95,1.1,12.61,0,32.485,2.775
12,37,0.34,5.29,24.63,29.92,10.2,0,0,88.81,1.5,12.77,0,33.23,2.7125
11,37,0.3,1.61,22.05,23.66,11.5,0,0,91.2,2.1,12.04,0,36.3,2.65
16,41,0.29,1.47,15.32,16.79,17.3,0,0,90.79,1.5,12.42,0,39.37,2.835
18,40,0.29,1.57,15.32,16.89,18,0,0,89.03,1.8,12.68,0,31.73,3.02
18,39,0.3,2.66,22.13,24.79,13.3,0,0,87.18,1.8,12.88,0.1,147.32,2.43
24,42,0.44,7.37,19.92,27.28,14.8,0,0,84.65,1.9,14.62,0.5,262.91,2.405
31,61,0.55,11.875,21.9,33.77,17.2,0,0,85.755,4.9,15.035,1.1,32.51,2.0975
33,58,0.46,16.38,23.88,40.26,9.6,0,0,86.86,2.2,15.45,1.4,18.34,1.79
37,57,0.44,13.09,19.47,32.56,25.1,0,0,82.16,4,18.53,2.9,199.14,2.08
43,72,0.5,6.51,22.91,29.42,35.4,0,0,80.63,5.5,19.3,2.3,197.63,1.35
45,69,0.48,6.05,23.39,29.43,32.6,0,0,79.02,5.2,19.56,4.1,33.65,2.59
42,70,0.43,5.06,21.99,27.05,27.7,0,0,80.635,2.8,18.98,2.1,39.95,1.53
40,70,0.47,6.07,26.24,32.31,24.1,0,0,82.25,2.9,17.545,0.7,290.16,4.12
44,66,0.46,2.38,25.78,28.15,31.8,4.14,4.2,91.68,2.7,16.11,0.1,37.49,2.63
51,58,0.54,2.58,25.87,28.45,37.1,4.44,0.6,93.87,1.7,16.05,0.1,128.145,1.41
47,51,0.77,9.3,41.97,51.26,13.2,4.51,1.2,93.69,1.8,16.49,0.1,218.8,1.54
33,43,0.51,4.6,28.28,32.89,20.3,4.55,2.4,93.62,1.9,16.47,0,204.54,1.85
26,44,0.56,1.84,24.65,26.49,22,4.72,1,99.04,1.7,16.25,0,206.055,1.46
30,59,0.86,11.57,47.51,59.08,5.1,0,0,99.62,2.4,16.35,0,199.6825,1.42
31,69,0.84,8.63,43.66,52.29,5.5,0,0,99.62,2.3,16.36,0,193.31,0.94
25,70,0.57,1.64,22.21,23.85,21.8,0,0,99.62,2.2,16.24,0,11.79,0.46
25,55,0.4,1.38,13.28,14.66,38.8,0,0,99.62,1.6,16.12,0,51.04,2.27
28,35,0.34,1.17,7.68,8.85,30.45,0,0,99.62,1.5,15.97,0,22.895,2.505
26,30,0.33,1.05,8,9.05,38.8,0,0,99.63,1.5,15.84,0,28.4475,2.74
24,24,0.33,1.25,7.66,8.91,43.125,0,0,99.63,1.5,15.64,0,34,2.89
29,20,0.33,0.85,6.8,7.66,49.4625,0,0,99.62,1.4,15.66,0,44.79,3.04
27,22,0.33,0.62,9.13,9.75,55.8,0,0,99.62,1.9,15.62,0,33.84,4.61
20,27,0.33,0.73,10.11,10.84,52.7,0,0,99.62,1.7,15.28,0,30.42,3.6
24,26,0.32,0.73,11.68,12.41,49.8,0,0.2,99.62,1.6,14.78,0.1,34.3,4.26
26,22,0.35,0.9,12.03,12.93,51.5,0,0,99.62,1.5,14.58,0.5,39.66,4.54
37,25,0.33,1.16,12.265,13.25,52.1,0,0,99.62,1.3,14.54,1.1,41.46,5.01
41,33,0.34,1.07,12.5,13.57,52.1,0,0,99.62,1.5,14.5,1.7,38.76,5.48
37,41,0.34,1.58,11.3,12.89,54.8,0,0,99.62,1.5,14.85,4.3,48.16,5.93
42,38,0.35,1.58,10.42,12,62.2,0,0,92.49,2.2,16.33,8.6,50.92,6.74
45,34,0.33,1.58,8.55,10.13,64.9,0,0,74.91,1.6,18.55,9.8,54.6,7.38
42,38,0.34,1.05,7.77,8.82,69.4,0,0,68.61,1.8,19.38,8,54.8,7.49
37,48,0.36,1.19,8.99,10.18,72.2,0,0,62.31,2,19.54,5.6,60.64,7.04
41,58,0.36,1.26,9.82,11.09,74.1,0,0,62.08,2.1,19.7,3,67.62,6.425
42,62,0.37,1.07,11.64,12.71,71.7,0,0,66.03,2.7,19.25,1.2,54.245,5.81
35,62,0.41,1.04,17.63,18.67,60.8,0,0,69.98,3.6,18.04,0.2,40.87,5.63
24,61,0.41,0.91,17.86,18.77,54.4,0,0,76.24,3.4,16.56,0,43.6375,5.38
28,60,0.44,0.69,20.49,21.19,45.6,0,0,81.79,2.9,15.4,0,38.33375,4.88
39,57,0.39,0.8,11.34,12.14,48.6,0,0,85.13,2,14.43,0,33.03,4.505
34,55,0.38,0.71,8.98,9.69,48,0,0,84.4,1.8,14.02,0,30.64,4.13
26,55,0.37,0.63,9.6,10.23,43.8,0,0,83.35,1.9,13.74,0,31.14,5.3825
18,52,0.35,0.71,9.46,10.17,41.4,0,0,78.66,1.9,13.53,0,30.37,4.985
14,47,0.32,0.61,5.93,6.54,45.2,0,0,72.69,1.8,13.49,0,31.945,4.61
15,46,0.31,0.48,5.64,6.12,41.9,0,0,69.73,1.9,13.3,0,32.3475,4.235
10,50,0.3,0.4,10.67,11.07,42.15,0,0,74.34,2.1,12.44,0,32.75,4.6625
8,51,0.29,0.71,5.88,6.59,42.4,0,0,75.97,2,11.95,0,32.38,4.2875
9,43,0.27,0.68,4.76,5.44,45.9,0,0,77.06,2.3,12,0,32.01,4.31375
7,40,0.26,0.95,4.46,5.41,47.7,0,0,78.58,2.3,12.2,0,36.39,4.34
7,40,0.26,0.92,4.72,5.64,47.6,0,0,78.66,2.1,12.62,0.2,37.485,4.64
7,39,0.27,0.97,5.41,6.39,46.3,0,0,76.86,2.1,13.71,1.1,38.58,5.515
10,41,0.28,1.88,8.96,10.305,47.3,0,0,71.745,2.5,15.76,2.9,47.665,6.39
19,43,0.28,2.93,11.29,14.22,50.6,0,0,66.63,2.9,17.33,5.4,56.75,7.28
26,44,0.28,2.83,11.61,14.44,55,0,0,64.34,3.3,18.63,7.9,42.96,6.98
25,47,0.3,2.64,12.14,14.78,61.2,0,0,62.19,2.9,19.68,9.1,51.89,7.1
26,59,0.39,2.01,14.41,16.43,73.1,0,0,61.44,3.5,20.3,8.3,47.02,6.62
29,70,0.39,2.28,16.97,19.25,74.7,0,0,63.75,4,19.59,5.9,49.41,7.41
35,73,0.37,2.35,16.46,18.81,72.8,0,0,64.26,4.3,19.545,4.5,51.27,6.72
36,79,0.39,2.21,16.79,19.01,71.2,0,0,62.2,4.4,19.5,2.7,42.14,6.2
35,81,0.41,1.97,19.8,21.77,63.3,0,0,66.155,4.6,18.34,1,39.335,5.59
35,84,0.44,1.28,21.91,23.19,57.9,0,0,70.11,4.8,16.89,0.2,36.53,4.26
36,84,0.44,0.98,20,20.99,55.1,0,0,74.29,4.3,16.01,0,35.71,4.54
38,81,0.43,0.94,17.48,18.42,50.9,0,0,78.68,4.2,15.23,0,32.905,3.57
40,85,0.4,0.74,12.32,13.05,52,0,0,81.28,4.4,14.65,0,31.0925,3.225
38,91,0.41,0.83,10.9,11.73,49.3,0,0,84.41,4.1,14.11,0,29.28,2.88
36,91,0.41,0.83,9.76,10.59,47.2,0,0,86.97,3.6,13.65,0,35.54,2.615
34,88,0.4,0.83,8.51,9.34,45.6,0,0,88.82,3.3,13.32,0,34.66,2.35
32,91,0.43,1.05,17.42,18.47,33.6,0,0,89.95,3.2,13.21,0,35.58,1.94
31,94,0.41,0.66,14.25,14.9,34.2,0,0,89.26,3.1,13.47,0,35.6,1.94
32,85,0.34,0.82,9.05,9.87,37,0,0,88.59,2.6,13.68,0,35.62,2.59
34,74,0.35,0.26,18.95,19.21,30.6,0,0,87.09,2.3,13.94,0,32.335,2.22
37,70,0.34,0.14,10.43,10.57,34.2,0,0,86.64,2,14.06,0,29.05,2.36
36,70,0.35,0.31,16.26,16.57,27.7,0,0,87.1,1.8,14.12,0,28.81,2.5
32,63,0.32,0.47,9.2,9.67,34.2,0,0,85.06,1.7,14.44,0.2,33.765,2.745
31,63,0.39,1.49,15.66,17.15,33.3,0,0,82.49,1.8,15.36,0.8,38.72,2.99
28,71,0.35,1.43,8.14,15.33,43,0,0,79.13,2.2,17.13,2.4,43.19,3.72
28,69,0.37,1.89,11.61,13.51,42.4,0,0,75.77,2.4,18.52,3.9,47.66,3.08
30,66,0.37,2.56,12.79,15.35,41.1,0,0,68.91,2.3,20.69,7.2,48.77,3.12
30,68,0.38,1.96,10.77,12.73,53.3,0,0,64.96,3.2,22.76,9.3,44.98,3.53
32,74,0.39,1.45,10.86,12.31,64.3,0,0,63.44,4,22.96,8.8,41.82,4.94
40,81,0.35,1.19,12.42,13.62,70.9,0,0,69.635,3.9,22.42,6.6,53.43,5.95
42,84,0.31,0.89,11.86,12.74,69.6,0,0,75.83,3.4,21.88,4.5,44.82,5.96
40,84,0.3,0.94,12.8,13.74,60.7,0,0,81.26,3.2,20.7,2.6,63.03,5.72
42,86,0.35,1.23,18.18,19.41,57.9,0,0,82.445,3.5,20.53,1,52.205,5.49
45,82,0.37,0.79,19.75,20.53,51.9,0,0,83.63,3.4,19.92,0.2,41.38,5.21
46,75,0.39,0.5,24.88,25.38,34.1,0,0,89.52,3.3,18.5,0,49.83,3.39
48,79,0.32,0.21,13.1,13.31,41.9,0,0,89.98,2.4,18,0,39.005,4.36
53,79,0.35,0.15,16.33,16.48,35.3,0,0,91.74,2.4,17.64,0,37.8175,3.935
59,74,0.33,0.17,10.57,10.74,36.6,0,0,93.49,2.4,17.26,0,36.63,3.51
62,73,0.38,0.16,11.59,11.75,30.7,0,0,95.06,2.2,16.92,0,45.82,2.88
58,69,0.39,0.22,11.56,11.79,27.3,0,0,95.87,2.2,16.69,0,37.05,2.25
60,64,0.39,0.01,10.96,10.97,23.9,0,0,96.44,2,16.64,0,33.93,2.07
63,65,0.41,0.07,10.095,10.165,23.7,0,0,97.64,2,16.61,0,33.07,2.82
59,65,0.39,0.13,9.23,9.36,23.5,0,0,98.05,2.1,16.42,0,32.21,2.91
54,60,0.35,0.34,6.4,6.74,30.4,0,0,95.67,2,16.18,0,31.385,3
51,62,0.34,0.36,6.51,6.87,31.3,0,0,94.8,1.7,16.28,0,30.56,2.77
52,58,0.31,0.24,5.85,6.09,33.3,0,0,94.52,1.6,16.12,0,34.31,2.93
52,53,0.31,0.4,5.86,6.26,32.9,0,0,94.32,1.6,16.29,0.3,39.715,2.76
43,53,0.29,0.57,5.67,6.24,34.8,0,0,89.76,1.9,17.59,1.2,45.12,3.08
40,47,0.29,0.78,5.52,9.065,39,0,0,79.88,2.1,19.595,3.2,41.53,2.81
44,44,0.32,2.1,9.79,11.89,42.3,0,0,71.6,2,21.6,5.8,37.94,2.71
44,48,0.31,1.38,8.08,9.46,52.6,0,0,65.42,2.2,23.26,8.1,43.46,3.44
45,54,0.35,1.21,9.64,10.85,62.1,0,0,60.86,2.7,24.37,9.3,50.35,3.03
50,61,0.34,1.42,11.91,13.33,67.3,0,0,62.22,3.1,25.25,9.3,35.75,4.16
51,65,0.28,0.77,8.09,8.85,70.2,0,0,66.145,2.6,24.785,8.1,54.83,4.77
51,67,0.27,0.68,7.4,8.08,69.6,0,0,70.07,2.3,24.32,5.7,72.45,4.11
50,66,0.28,0.93,8.04,8.97,65.3,0,0,71.74,2.1,23.86,3.2,45.23,3.07
51,65,0.3,0.87,11.75,12.63,56.4,0,0,77.95,2,22.85,1.2,43.83,3.28
46,68,0.29,0.68,10.38,11.06,53.3,0,0,84.16,1.7,21.05,0.2,42.43,3
42,78,0.33,0.31,10.41,10.73,50.7,0,0,87.71,1.7,20,0,114.275,2.29
45,90,0.37,0.07,12.16,12.23,40.7,0,0,91.07,1.7,19.56,0,112.875,1.385
44,93,0.4,0.42,13.36,13.79,30.9,0,0,91.91,1.6,19.24,0,148.0975,0.48
43,87,0.43,1.26,17.01,18.27,24.3,0,0,90.74,1.8,19.16,0,183.32,0.75
43,73,0.47,2.01,13.36,15.36,29.6,0,0,89.05,1.9,19.02,0,215.24,0.915
40,66,0.59,11.23,33.51,44.75,6.6,0,0,90.51,2.2,18.75,0,207.85,1.1325
33,73,0.44,1,15.77,16.77,26.9,0,0,90.85,2.4,18.95,0,204.655,1.35
30,76,0.4,0.46,9.97,10.43,39,0,0,85.64,2.3,19.19,0,199.3625,1.39
27,68,0.37,0.31,8.84,9.15,33.4,0,0,85.25,2,18.64,0,194.07,0.96
30,72,0.53,0.45,24.26,24.71,24.2,0,0,89.75,2.2,18.17,0,199.34,1.26
33,84,0.48,0.7,20.39,21.09,15,0,0,92.1,2.8,18.55,0,204.61,1.195
31,89,0.46,0.68,18.31,18.99,18.2,0,0,92.2,3.3,18.72,0,186.83,1.13
28,92,0.44,2.06,17.8,19.86,19.7,0,0,92.33,3.2,18.9,0.2,204.655,2.0625
26,82,0.46,4.82,16.54,21.36,23.5,0,0,81.8,2.4,20.51,1.2,222.48,2.49625
31,72,0.44,2.77,11.49,17.1,35.8,0,0,68.16,4,23.7,3,210.075,2.93
31,64,0.36,2.5,10.34,12.84,45.7,0,0,54.52,3.4,25.39,5.4,197.67,3.18
28,74,0.45,2.85,15.02,17.87,55.2,0,0,55.57,4.6,26.77,7.3,286.31,2.82
33,84,0.42,2.56,12.93,15.49,62.6,0,0,56.38,5.8,26.89,8.4,258.82,2.2
37,74,0.41,1.58,10.35,11.93,74.4,0,0,46.65,5.3,28.69,8.3,273.99,2.85
36,68,0.35,2.96,12.84,15.8,60.7,0,0,58.1,3.9,27.5,6.3,302.62,2.93
35,65,0.32,3.18,12.15,15.32,54.7,0,0,58.96,3,26.36,3.7,345.46,1.68
35,57,0.32,1.43,9.8,11.23,55.8,0,0,59.82,2.4,25.22,2,29.74,2.56
34,55,0.34,1.14,10.48,11.62,54.4,0,0,63.495,2.4,24.31,0.8,31.275,2.4
35,61,0.43,0.99,14.77,15.76,55.5,0,0,67.17,2.8,23.44,0.2,32.81,1.62
41,64,0.45,0.69,11.25,11.93,51.2,0,0,72.38,2.4,22.53,0,28.07,1.5
51,66,0.48,0.77,13.58,14.34,37.7,0,0,77.38,1.9,21.86,0,123.975,1.05
52,65,0.48,1.01,18.9,19.91,27.3,0,0,80.81,1.9,21.25,0,169.5575,0.6
46,64,0.57,2.39,29.66,32.05,22.3,0,0,79.76,2.6,21.46,0,215.14,1.26
40,72,0.52,1.36,24.85,26.22,25.5,0,0,79.28,2.7,21.78,0,273.65,1.365
41,77,0.47,1.03,20.06,21.09,25.5,0,0,78.06,2.4,21.83,0,250.02,1.47
43,71,0.44,0.66,17.6,18.26,25.2,0,0,79.88,2.4,21.82,0,229.315,0.73
45,71,0.54,0.77,22.45,23.22,18.4,0,0,83.53,3.2,21.49,0,207.1475,0.61
46,73,0.46,0.71,17,17.72,18.25,0,0,86.72,2.1,21.08,0,184.98,1.16
43,63,0.36,0.72,17.27,17.99,14.775,0,0.2,86.29,3,20.64,0,207.23,1.45
39,54,0.32,3.02,24.55,27.57,11.3,0,0.2,88.88,1.4,20.44,0,229.48,1.74
36,46,0.32,1.56,18.47,20.02,13.9,0,0,88.48,1.7,20.37,0,80.33,0.91
37,51,0.41,1.5,15.16,16.66,19.9,0,0,89.28,2.8,20.15,0.1,141.65,1.89
43,62,0.47,5.49,17.59,23.08,14.1,0,0,89.19,2.5,20.66,0.7,202.97,2.22
47,66,0.4,2.13,10.2,17.065,28.1,0,0,80.64,3.2,23.015,2.6,200.785,3.34
41,70,0.38,1.72,9.33,11.05,41,0,0,69.71,3,25.37,3.9,198.6,3.43
47,72,0.42,1.29,13.12,14.41,61.3,0,0,63.03,4.4,26.8,6.5,204.39,4.1
56,77,0.48,1.83,21.62,23.45,56,5.04,0.8,71.71,5.4,25.89,2.8,266.41,2.33
47,55,0.23,1.3,10.92,12.22,42.6,4.42,3.2,90.13,1.5,19.61,0.7,281.76,5.39
38,20,0.23,0.44,7.98,8.43,51.8,4.77,3.4,75.505,1.5,23.575,1.4,20.92,1.5
36,13,0.21,0.86,6.36,7.22,50.4,0,0,77.4025,1.1,22.4175,1.6,162.16,2.56
34,17,0.22,1.05,6.36,7.41,47,0,0,79.3,1,21.26,2,219.97,0.93
35,12,0.21,0.63,5.06,5.69,44.9,0,0,77.05,1.4,23.54,1,214.845,3.32
42,10,0.23,0.63,7.02,7.65,36.5,0,0,74.8,1.1,22.95,0.2,209.72,2.57
45,15,0.38,3.72,24.57,28.29,16.9,0,0,81.24,2.8,21.8,0,221.065,0.86
42,21,0.36,1.66,17.31,18.97,12.7,0,0,84.37,2,21.38,0,215.94,1.3
45,18,0.26,0.69,12.57,13.26,15.7,0,0,84.29,2.1,21.42,0,219.05,1.49
45,16,0.2,0.44,8.3,8.73,19.7,0,0,80.02,1.7,22.15,0,222.16,1.68
46,14,0.18,0.62,7.93,8.55,18.2,0,0,80.38,1.5,22.1,0,237.86,2.22
47,13,0.22,2.71,13.15,15.86,13.1,4.64,12.2,81.42,1.6,22.1,0,192.66,3.67
47,15,0.29,0.87,15.21,16.08,11.9,4.69,0.2,90.96,1.8,20.87,0,200.705,1.88
48,21,0.27,0.32,15.03,15.34,14.9,4.67,1.4,92.24,2.6,20.67,0,182.1275,3.26
48,24,0.26,0.47,11.9,12.38,24.5,4.88,0.2,91.69,1.9,20.16,0,163.55,2.85
