PM25,PM10,CO,NO,NO2,NOx,O3,RAINFALL,RH,SO2,TEMP,UVB
7,9,0.27,1.31,2.1,3.42,46.7,4,93.55,1.2,17.81,0
8,11,0.25,1.34,2.21,3.55,46.3,2.8,93.49,1.1,17.71,0
7,9,0.24,1.34,1.94,3.27,45.9,2.4,94.47,1.1,17.8,0
6,8,0.23,1.43,1.98,3.41,46,2.6,94.58,1.2,17.72,0.2
5,5,0.22,1.23,2.29,3.53,45.8,2.2,94.53,1.2,17.74,0.6
5,8,0.21,1.41,2.07,3.48,46.55,1.2,94.55,1.2,17.64,1.6
5,7,0.21,1.45,2.01,3.46,47.3,0.8,94.64,1.2,17.45,2.4
12,17,0.23,1.53,2.07,3.6,47.3,0,92.8,1.3,17.09,3.4
15,21,0.23,1.43,1.88,3.31,46.1,0,94.78,1.1,16.92,1.9
14,19,0.22,1.52,2.52,4.04,46,0,95.31,1.2,16.72,1.1
15,22,0.24,1.36,2.16,3.52,46.9,0.2,95.81,1.1,16.58,0.8
14,22,0.23,0.98,2.5,3.48,47.2,0,95.39,1.2,16.47,0.6
15,24,0.21,0.77,2.38,3.15,46.9,0,94.83,1.1,16.43,0.1
14,25,0.21,1.56,2.56,4.11,48.4,0,94.15,1.3,16.29,0
14,25,0.19,1.34,2.63,3.97,51.3,0,92.71,1.4,16.15,0
13,25,0.17,1.2,2.45,3.65,51.3,0,92.42,1.4,16.03,0
13,24,0.18,1.34,2.55,3.89,52.2,0,92.24,1.3,16.39,0
17,30,0.23,1.55,2.65,4.19,51.8,0,92.62,1.2,16.6,0
17,29,0.25,1.36,2.09,3.45,53.5,0,93.56,1.3,16.73,0
16,28,0.25,1.51,2.25,3.76,51.9,0,90.91,1.1,17.08,0
14,22,0.21,1.25,2.2,3.46,50.3,0.4,92.83,1.2,17.2,0
13,23,0.22,0.98,2.09,3.07,49.1,0,92.42,1.2,17.1,0
9,15,0.19,1.16,2.25,3.41,48,0.2,93.91,1.1,17.07,0
10,16,0.18,2.38,0.94,3.32,47,0.2,94.46,1.1,16.89,0
8,12,0.15,2.18,0.85,3.03,46.3,1,94.95,1.4,16.92,0
7,12,0.15,2.48,0.75,3.23,47,0.4,95.67,1.3,16.82,0
7,9,0.15,2.18,1,3.18,47.7,0.4,95.84,1.5,16.65,0
7,12,0.15,2.69,1.17,3.87,45.8,0.4,95.83,1.3,16.55,0.1
8,14,0.15,2.21,1.76,3.97,43.9,0.2,95.79,1.4,16.29,0.4
9,15,0.16,2.21,0.97,3.18,44.2,0.2,95.09,1.4,16.23,1.1
7,13,0.16,2.19,0.87,3.06,44.1,0.2,94.98,1.5,16.26,1.3
7,11,0.16,2.37,1.05,3.42,44.4,0.2,94.52,1.5,16.25,1.3
6,9,0.16,2.27,1.03,3.3,45.3,0.4,95.04,1.5,16.34,1.2
7,11,0.17,2.38,1.07,3.45,45.7,0.4,95.39,1.5,16.5,1
6,9,0.19,2.18,1.04,3.22,44.9,1.4,95.74,1.4,16.57,0.5
7,9,0.2,2.36,0.95,3.32,47.6,1.8,95.54,1.4,16.5,0.2
6,8,0.2,2.53,1,3.54,48.6,1.8,94.97,1.4,16.29,0
7,12,0.18,2.11,1.1,3.22,49,0.6,94.58,1.4,15.79,0
7,11,0.17,2.75,0.72,3.47,48.9,1,94.65,1.4,15.89,0
7,11,0.16,1.97,1.35,3.31,49.5,1.2,95.54,1.4,15.99,0
7,10,0.16,1.76,0.89,2.65,51.9,1,96.05,1.4,15.75,0
6,8,0.18,2.69,0.55,3.24,52.2,0.6,95.74,1.3,15.24,0
8,11,0.19,2.37,1.09,3.46,51.5,0.2,95.29,1.4,15.23,0
7,9,0.19,2.51,0.55,3.06,49.9,0.2,96.01,1.4,15.28,0
7,11,0.19,2.15,0.65,2.8,48.9,0.2,95.83,1.4,15.01,0
8,11,0.19,2.28,0.62,2.9,47.9,0.2,95.16,1.4,14.88,0
8,14,0.18,2.72,0.78,3.5,47.2,0,95.3,1.5,14.98,0
10,19,0.19,1.29,1.26,2.55,48.1,0,93.58,1.7,15.02,0
10,20,0.18,0.9,1.31,2.2,48,0.2,94.69,1.3,15.06,0
10,21,0.17,1.1,1.32,2.42,46.6,0.2,95.38,1.3,15.19,0
10,20,0.18,1.32,1.44,2.76,45.2,0,95.41,1.4,15.1,0.1
9,14,0.16,1.68,1.74,3.42,43.7,0.6,95.35,1.3,15.29,0.4
6,8,0.16,0.93,1.51,2.44,43.5,1,96.59,1.2,15.09,0.7
8,12,0.16,1.11,1.66,2.77,43.8,0.2,96.58,1.4,15.15,2.4
9,19,0.16,1.08,1.44,2.52,44.4,0,94.94,1.5,15.59,4.8
11,23,0.15,1.16,1.42,2.58,44.8,0,92.29,1.5,15.84,4.5
10,18,0.19,1.17,0.95,2.12,45.7,0.4,94.43,1.4,15.52,1.9
14,24,0.22,0.89,1.19,2.08,49,0.8,94.33,1.5,15.23,1.1
18,30,0.24,1.1,1.26,2.37,52.7,0.2,94.16,1.7,15.4,1.5
23,40,0.26,1.56,1.03,2.58,52.2,0,92.77,1.9,15.69,0.8
26,42,0.3,1.01,1.34,2.35,53.6,0,94.54,2,15.33,0.1
32,48,0.32,1.13,1.82,2.96,56.5,0,95.41,2.3,15.25,0
34,49,0.34,1.44,2.03,3.47,57.6,0,94.18,2.5,15.14,0
44,60,0.38,1.16,2.13,3.29,59.1,0,95.35,3,15.32,0
48,59,0.44,0.89,2.33,3.22,59.6,0.2,96.54,3.4,15.16,0
39,47,0.46,0.53,2.44,2.97,58.8,0.8,95.93,3.3,15.06,0
34,42,0.48,1.28,2.31,3.59,62.1,1,96.4,3.7,15.12,0
40,52,0.43,1.06,2.35,3.41,63,0.6,96.57,3.2,14.96,0
35,47,0.38,1.57,2.04,3.61,60.4,0,96.75,2.3,14.68,0
35,47,0.37,0.6,2.35,2.96,59.6,0,96.02,2.2,14.86,0
34,45,0.38,0.68,2.07,2.75,58.4,0.2,95.91,1.9,14.79,0
32,44,0.37,0.86,2.64,3.5,59.4,0,95.72,2,14.68,0
30,41,0.35,1.25,2.56,3.81,58.3,0,96.24,2.4,14.51,0
29,42,0.32,1.5,2.55,4.05,55.2,0.2,95.05,2.6,14.43,0
27,39,0.31,1.19,2.95,4.14,52.1,0,92.16,2.5,14.65,0
29,41,0.32,1.03,2.87,3.89,50.2,0,91.31,2.4,14.87,0.1
26,36,0.3,1.1,2.55,3.65,49.5,0,94.69,2.2,15,0.4
26,38,0.3,1.02,2.83,3.85,49.4,0,96.98,2.4,15.03,0.6
28,42,0.28,1.24,3.06,4.3,48.5,0.2,98.45,2.6,14.86,0.6
24,33,0.25,1.22,2.7,3.92,48.4,0.2,99.05,2.8,14.38,0.6
22,32,0.21,1.07,2.44,3.51,50.3,0,99.25,2.1,13.98,1
23,35,0.21,1.29,2.6,3.88,53.2,0,98.42,2.3,13.98,1.1
25,37,0.22,0.92,2.86,3.78,56.3,0,97.72,2.6,13.77,0.5
24,36,0.22,1.005,2.285,3.29,53.45,0,95.24,2.1,14,0.6
24,36,0.23,1.09,1.71,2.8,56.45,0,96.21,1.9,14.21,0
25,37,0.25,1.44,1.62,3.07,56.525,0,95.73,2,14.22,0
26,37,0.25,1.13,1.8,2.93,56.6,0.2,94.77,1.9,14.4,0
26,38,0.25,1.09,1.87,2.95,58.1,0,94.46,2,14.52,0
26,39,0.25,1.46,1.9,3.36,58.4,0,93.52,2,14.69,0
24,35,0.26,1.19,1.78,2.98,55.4,0,96.55,2,14.87,0
24,35,0.26,1.32,1.82,3.13,54.2,0,96.45,2.1,14.91,0
23,33,0.25,1.19,1.32,2.51,54.1,0,97.31,2,14.79,0
22,33,0.25,0.53,1.4,1.93,52.2,0,96.89,2,14.81,0
22,34,0.25,0.93,1.37,2.3,52.9,0,95.19,2,14.9,0
22,34,0.26,1.16,1.27,2.43,52.9,0,95.48,1.9,14.75,0
23,35,0.27,1.68,1.91,3.58,51.6,0,96.46,2,14.81,0
23,35,0.27,1.54,2.1,3.63,51.6,0,95.88,1.4,14.87,0
20,30,0.26,1.36,2.49,3.85,52.3,0.4,98.86,1.3,14.54,0
19,29,0.24,1.47,2.21,3.68,53,0.2,98.42,1.2,14.47,0
19,42,0.22,1.67,2.45,4.12,52.2,0.4,98.73,1.3,14.33,0.1
18,25,0.21,1.6,2.57,4.16,51.8,0.4,98.99,1.2,14.32,0.3
16,25,0.2,1.35,2.33,3.68,51.6,0.4,98.32,1.3,14.42,1
17,29,0.19,1.56,1.96,3.52,50.9,0.2,98.16,1.3,14.34,1.2
16,29,0.18,1.83,1.78,3.61,49.8,0,97.18,1.2,14.13,1.2
17,30,0.18,1.88,1.85,3.73,50,0,98.78,1.1,14.23,1
18,31,0.18,1.41,2.04,3.46,50.3,0,98.47,1.3,14.26,0.9
20,34,0.19,1.53,2.09,3.62,51.8,0,98.03,1.3,14.38,0.5
22,37,0.2,1.89,2.14,4.02,53.6,0,97.99,1.4,14.32,0.2
23,37,0.2,1.45,2.27,3.72,54.2,0,96.1,1.6,14.22,0.1
25,41,0.23,1.46,2.31,3.77,54,0,96.22,1.5,14.25,0
30,47,0.25,1.41,2.37,3.78,56.3,0,96.79,1.8,14.41,0
34,51,0.25,1.04,2.4,3.44,58.4,0,95.52,2.1,14.4,0
35,53,0.25,2.01,2.49,4.5,60.3,0,95.78,2.5,14.27,0
36,54,0.25,1.7,2.68,4.38,61.3,0,96.35,2.7,14.07,0
38,56,0.25,1.28,2.33,3.62,62.7,0,97.45,2.9,13.85,0
39,56,0.26,1.47,2.77,4.24,63.7,0,98.67,3,13.86,0
42,60,0.27,1.32,2.85,4.18,63.5,0,93.33,3.2,13.77,0
43,61,0.28,1.41,2.63,4.04,63.8,0,93.395,3.2,13.79,0
41,58,0.26,1.2,2.68,3.88,62.8,0,93.42,3,13.76,0
36,52,0.25,1.22,1.66,2.88,60.8,0,93.41,3.1,13.72,0
31,46,0.22,1.14,1.52,2.66,60,0,93.345,2.4,13.74,0
29,42,0.21,0.64,1.48,2.12,57.15,0,93.315,1.9,13.87,0
25,34,0.2,0.74,1.48,2.22,54.3,0,93.45,1.4,13.9,0
22,30,0.2,0.87,1.45,2.32,54.2,0.2,93.555,1.2,13.89,0.3
22,32,0.19,0.59,1.51,2.1,52.3,0,93.485,1.2,14.02,0.6
21,31,0.19,0.96,1.12,2.07,51.6,0,93.635,1,14.24,1
17,26,0.18,1.08,1.13,2.21,50.9,0,94.18,1,14.45,1.6
14,21,0.17,1.36,1.01,2.37,48.6,0,94.165,0.9,14.54,1.3
12,20,0.15,1.11,0.79,1.9,47.7,0.2,93.29,1,14.22,1.5
12,22,0.15,1.24,0.87,2.11,48.7,0,94.545,1.1,14.31,1.9
12,23,0.16,0.64,0.87,1.51,48.8,0,94.585,0.9,14.46,1.5
14,25,0.15,0.6,1.27,1.87,48.9,0,93.965,0.9,14.34,0.5
15,26,0.15,1.29,1.04,2.33,49.2,0,93.1,0.9,14.19,0.1
14,22,0.15,0.88,0.86,1.74,50.3,0,93.2,0.9,14.05,0
14,21,0.15,0.8,0.88,1.68,50.6,0,92.345,0.9,14.09,0
13,20,0.15,1.02,1.1,2.11,49.4,0.2,93.1,0.8,14.09,0
13,20,0.16,0.73,0.7,1.43,50.1,0,94.12,0.9,14.14,0
13,21,0.16,1.29,0.94,2.23,50.7,0,94.725,0.9,14.2,0
14,22,0.16,0.94,0.9,1.84,50.7,0,94.805,0.9,14.31,0
12,21,0.16,0.91,0.77,1.69,51,0,94.435,0.9,14.23,0
13,22,0.16,0.42,1.11,1.53,52.1,0.2,94.15,1,14.13,0
14,24,0.16,0.86,0.99,1.85,53.1,0,94.585,1.2,14.1,0
14,25,0.15,1.43,0.96,2.39,53.3,0,94.66,1,14.11,0
14,23,0.14,1.46,0.27,1.73,53.6,0,94.18,0.9,14.1,0
12,21,0.13,1.62,0.245,1.87,51.6,0,94.66,1,14.01,0
12,21,0.13,1.78,0.22,2.01,49.5,0,94.76,1,13.98,0
13,22,0.13,1.44,0.6,2.04,47.4,0,94.895,1.1,14.02,0.1
14,22,0.14,1.78,0.67,2.45,48.4,0,94.47,1.5,14.33,0.8
22,31,0.17,1.61,1.06,2.67,52.5,0,93.68,2.2,14.74,2.8
20,30,0.17,2.17,0.95,3.11,52.1,0,94.58,2,15.77,5.1
19,32,0.17,1.8,1.05,2.85,54.1,0,94.565,2,16.06,6.8
24,36,0.19,1.85,1.44,3.3,56.7,0,95.18,2.5,16.6,8.3
27,39,0.19,1.43,1.4,2.83,59.1,0,93.035,2.2,16.34,6.6
34,49,0.21,1.99,2.08,4.07,66.2,0,94.055,3.5,15.5,3.6
36,52,0.21,1.88,2.23,4.11,70.3,0,93.275,3.4,15.29,2.7
36,51,0.21,1.78,2.16,3.93,70.3,0,94.595,3.3,14.56,1.2
23,35,0.16,2.1,1.22,3.32,62,0,94.565,1.8,13.86,0.4
17,28,0.14,1.89,0.94,2.83,56.1,0,94.855,1.4,13.79,0
19,29,0.15,1.63,1.03,2.65,58.6,0,95.175,1.6,13.76,0
20,32,0.16,1.91,0.43,2.34,60.5,0,94.9,1.8,13.32,0
16,28,0.14,1.77,0.39,2.16,57.7,0,94.75,1.6,13.44,0
15,26,0.14,1.45,0.5,1.96,57.3,0,94.415,1.5,13.39,0
17,28,0.15,1.85,0.39,2.25,58.3,0,92.545,1.4,13.55,0
19,31,0.16,1.6,0.44,2.05,57.9,0,95.38,1.5,13.89,0
28,44,0.2,1.82,0.99,2.81,61.8,0,96.415,2.3,13.94,0
36,61,0.22,1.93,0.65,2.58,64.8,0,96.1,2.9,13.92,0
44,74,0.25,1.86,1.41,3.26,67.2,0,94.51,3.1,14.1,0
44,68,0.25,0.72,2.18,2.89,67.2,0,94.755,3.6,13.63,0
54,82,0.33,0.44,3.18,3.62,72.5,0,94.12,6.4,13.64,0
69,104,0.44,0.37,4.58,4.94,71.35,0,95.165,9.2,13.73,0
75,110,0.47,0.24,5.45,5.69,70.2,0,95.545,11.6,13.7,0
73,109,0.48,0.37,5.78,6.15,68.1,0,94.485,11.4,13.93,0.5
74,111,0.48,0.28,6.05,6.33,64.4,0,95.12,10.3,14.55,1.6
72,107,0.47,0.37,5.24,5.62,64.3,0,96.32,9.5,14.59,2
72,106,0.48,0.43,5.61,6.04,66.2,0,96.255,9,14.86,3.2
69,98,0.45,0.4,5.46,5.86,67,0,96.05,7.9,14.99,3.2
60,87,0.37,0.5,4.76,5.25,62,0,95.48,5.2,14.69,2
36,57,0.28,0.36,4.01,4.38,57.5,0,96.125,3.7,13.86,1.1
26,44,0.22,0.51,3.15,3.66,52.9,0,95.885,2.6,13.7,0.9
16,30,0.17,0.26,2.84,3.11,48.5,0,95,1.8,13.64,0.6
13,26,0.15,0.57,2.66,3.22,45.2,0,94.65,1.4,13.6,0.2
11,25,0.14,0.84,1.95,2.79,44.6,0,95.065,1.1,13.46,0
12,25,0.14,0.19,2.37,2.56,44.7,0,96.225,1.1,13.55,0
12,24,0.14,0.4,1.97,2.37,44.8,0,93.5875,1.1,13.71,0
10,21,0.14,0.26,2.38,2.63,44.2,0,93.595,1.1,13.77,0
10,21,0.14,0.63,2.25,2.88,43.8,0,93.5475,1.1,13.62,0
11,22,0.15,0.28,2.19,2.47,44.9,0,93.6675,1.2,13.63,0
12,21,0.15,0.53,1.98,2.51,44.2,0,93.7075,1.4,13.15,0
16,30,0.17,0.57,1.7,2.27,44.8,0,93.9725,1.6,13.33,0
15,26,0.18,0.87,2.08,2.94,44.5,0,94.1625,1.7,13.54,0
13,25,0.15,0.31,2.12,2.43,43.2,0,93.8725,1.4,13.72,0
12,24,0.14,0.99,1.63,2.62,42.1,0,93.49,1.3,13.92,0
12,23,0.14,0.64,1.39,2.03,43.2,0,93.44,1.5,13.88,0
12,24,0.14,0.54,1.82,2.37,44.95,0,94.2525,1.4,13.71,0
26,43,0.21,0.62,2.01,2.63,46.7,0,94.1075,2.5,14.01,0.1
25,40,0.2,0.81,2.26,3.07,46.2,0,94.1825,2.4,14.65,1.1
24,43,0.2,0.88,2.08,2.95,46.2,0,93.98,2.3,15.82,3.3
27,43,0.21,1.08,2.01,3.09,47.8,0,94.27,2.6,16.39,5.7
28,47,0.21,0.74,2.48,3.21,47.4,0,94.125,2.6,17.21,8.4
29,49,0.22,1.01,2.02,3.03,48.1,0,94.18,2.4,17.6,8.1
31,49,0.24,0.55,2.32,2.88,48.9,0,94.48,2.4,17.64,7.7
27,44,0.22,1.41,2.08,3.49,46.8,0,93.9175,2.2,17.78,6.4
29,48,0.22,1.19,2.56,3.75,46.1,0,94.1875,2.3,17.04,3.1
29,45,0.22,0.92,2.71,3.64,46.8,0,94.3175,2.2,15.73,0.7
29,42,0.22,0.87,2.19,3.07,46.7,0,94.34,2,15.29,0.1
28,42,0.21,0.34,3.01,3.35,46.5,0,94.0975,2.3,14.97,0
29,44,0.21,0.32,2.31,2.63,47.5,0,94.58,2.4,14.9,0
28,42,0.2,0.34,2.74,3.08,46.6,0,94.94,2.4,14.93,0
24,37,0.18,0.45,1.87,2.33,46,0,94.2675,2,14.89,0
22,35,0.17,0.73,2.15,2.87,45.1,0,94.4725,2,14.83,0
19,30,0.16,0.88,2.14,3.03,43.4,0,94.1325,2.1,14.79,0
18,28,0.15,0.67,2.16,2.83,43.5,0,95.05,2,14.76,0
16,27,0.15,0.66,1.86,2.52,44.5,0,94.915,1.8,14.67,0
16,28,0.15,0.6,2.88,3.48,44.2,0,94.9525,2.5,14.75,0
15,26,0.16,0.72,2.99,3.71,43.2,0,94.39,2.8,14.6,0
15,26,0.16,0.61,2.34,2.95,42.6,0,94.4225,2.6,14.48,0
16,28,0.16,0.56,11.15,11.71,37.5,0,93.68375,17,14.56,0
16,29,0.15,0.35,2.51,2.86,40.95,0,93.66375,3.4,14.69,0
16,29,0.15,0.71,1.38,2.08,44.4,0,93.74375,1.7,14.97,0.2
16,29,0.15,0.94,1.15,2.09,43.7,0,93.97125,1.4,15.8,1.2
15,29,0.15,0.65,1.55,2.2,41.5,0,93.635,1.7,16.96,3.6
15,30,0.15,0.94,1.91,2.85,40.9,0,94.01625,1.8,18.08,6.7
12,28,0.14,0.61,1.66,2.27,40.9,0,93.98125,1.4,18.82,9.4
11,28,0.14,0.76,1.31,2.06,40.4,0,94.025,1.3,18.88,10.5
10,23,0.14,0.51,1.55,2.05,40.8,0,93.98,1.4,19.11,9.8
0,24,0.15,0.9,1.735,2.63,38.9,0,93.84875,1.15,18.69,7.3
13,22,0.18,0.88,1.79,2.665,39.1,0,94.04875,1.15,17.73,3.8
12,21,0.13,0.83,1.735,2.555,38.25,0,93.93875,1.025,16.78,1.4
10,19,0.12,1.015,1.855,2.8625,37.4,0,94.36,0.9,16.25,0.3
10,18,0.11,1.0825,1.8875,2.96125,39.6,0,94.12625,0.9,15.92,0
11,21,0.11,1.15,1.92,3.06,40.9,0,94.415,2.3,15.86,0
11,19,0.11,1.01,0.52,1.53,40.4,0,94.36625,1.3,15.98,0
11,19,0.11,1.31,0.18,1.49,38.4,0,94.10125,1.6,16.12,0
11,19,0.11,0.89,0.62,1.51,38.3,0,93.721875,2.4,16.18,0
9,16,0.11,1.1,0.66,1.76,38.3,0,93.875625,2,16.01,0
6,15,0.1,1.04,0.71,1.75,40.1,0,93.898125,1.2,15.83,0
7,15,0.1,1.115,0.755,1.87,40.8,0,93.9025,1.4,15.57,0
7,15,0.1,1.19,0.8,1.99,39.8,0,93.814375,4.5,15.51,0
8,15,0.11,1.25,6.63,7.88,33.8,0,93.859375,7.8,15.18,0
9,16,0.11,0.61,6.5,7.11,38.7,0,93.953125,3.4,15.37,0
10,17,0.11,0.87,6.99,7.86,35.6,0,94.073125,7.1,15.84,0
9,16,0.11,1.16,1.2,2.36,38.8,0,93.7509375,1.6,15.99,0
12,17,0.11,0.91,1.44,2.34,42,0,93.8390625,1.5,16.34,0.1
12,17,0.12,0.97,1.55,2.52,42.2,0,93.7971875,1.5,16.72,0.5
12,15,0.12,1.27,2.52,3.79,41.8,0,93.8665625,1.6,16.98,1.2
11,19,0.13,1.19,2.36,3.55,42.7,0,93.76546875,2.1,17.48,2.5
12,19,0.13,1.2,2.04,3.24,43.9,0,93.78859375,1.9,17.99,3.9
12,19,0.13,1.175,1.795,2.97,44.3,0,93.77273438,1.6,18.37,3.6
11,15,0.13,1.15,1.55,2.7,42.6,0,93.77636719,1.5,17.9,2.8
6,8,0.14,1.01,1.48,2.49,41.7,0,93.78,1.4,17.34,1
9,12,0.14,0.91,1.44,2.36,42.6,0,93.67,0.7,17.39,1.1
13,10,0.14,0.9,1.38,2.28,41.6,0,93.47,1.1,17.44,0.5
7,8,0.14,0.63,1.47,2.09,41.4,2.6,94.04,1.1,17.73,0
4,6,0.13,1.24,1.46,2.7,42,2.6,94.04,1,17.8,0
4,6,0.13,1.4,1.34,2.74,41.3,1.8,94.11,1.1,17.81,0
5,6,0.13,1.17,1.6,2.77,41.2,4,94.16,1,18.05,0
4,5,0.13,1.33,2.1,3.43,41.2,4,94.24,1.1,18.24,0
4,5,0.13,1.06,1.91,2.96,42.4,2.4,94.25,1.1,18.29,0
4,4,0.13,1.29,1.49,2.78,42.5,0.6,94.17,1,18.28,0
4,5,0.13,1.31,1.17,2.49,41.5,0.4,94.16,1,18.26,0
6,11,0.12,0.94,1.84,2.78,39.6,1.2,94.09,1.5,18.14,0
8,11,0.12,1.29,1.65,2.95,39.4,0.4,94.05,1.2,18.28,0
7,11,0.11,1.23,1.26,2.49,40.2,0.4,93.96,1.8,18.35,0
9,14,0.11,1.58,1.94,3.52,39.8,0,93.88,2.1,18.26,0
9,13,0.11,1.63,1.45,3.08,40.2,0,93.84,1.8,18.12,0
8,12,0.11,1.59,0.77,2.36,40.95,0,93.9,1.2,18.14,0
7,10,0.11,1.67,0.78,2.44,41.7,0,93.89,1.1,18.37,0
6,8,0.11,1.66,1.3,2.96,39.5,0.6,93.77,1.2,18.49,0.1
6,8,0.11,1.48,1.38,2.85,39.3,1.4,93.73,1.1,18.59,0.5
4,6,0.11,1.47,0.77,2.23,40.4,0.2,93.67,1.1,18.57,1.1
3,7,0.11,1.65,1,2.65,40.7,0,93.57,1.1,18.33,1.7
9,12,0.11,1.68,0.47,2.15,39.8,0,93.84,1.1,18.34,2.5
9,13,0.11,1.46,0.66,2.12,38.7,0,93.81,1.2,18.48,2.6
10,17,0.11,1.69,0.45,2.14,38.8,0,93.26,1.1,18.44,2.3
10,18,0.11,1.5,0.62,2.12,38.9,0,92.44,1.2,18.51,1.5
11,15,0.12,1.56,0.57,2.13,37,0.2,93.24,1.2,18.47,0.5
10,16,0.12,1.61,0.57,2.18,37.7,0,93.22,1.2,18.21,0.1
11,16,0.12,1.46,0.6,2.05,38.1,0,93.26,1.1,18.28,0
11,16,0.12,1.6,0.69,2.3,37.1,0,93.07,1.1,18.41,0
12,18,0.12,1.37,0.9,2.27,37.4,0,92.09,1.3,18.39,0
10,14,0.12,1.41,0.7,2.11,37.2,0.4,93.14,1.2,18.73,0
7,11,0.12,1.67,1.91,3.58,35.6,0.2,93.54,1.9,18.61,0
11,16,0.11,1.69,4.74,6.43,33,0,93.23,4.5,18.29,0
14,19,0.12,1.79,8.57,10.36,29.4,0,93.01,9.6,18.43,0
11,18,0.12,1.37,5.57,6.94,33.2,0,92.07,6.1,18.27,0
9,18,0.11,1.67,3.12,4.8,37.4,0,90.3,3.5,18.11,0
13,22,0.13,1.5,10.36,11.85,35.1,0,89.93,9.5,18.14,0
10,17,0.12,1.82,0.65,2.47,42.2,0,89.41,1.4,18.05,0
9,16,0.12,1.69,0.44,2.13,40.8,0,89.9,1.3,17.98,0
9,16,0.12,1.73,0.55,2.29,40.15,0,90.2,1.4,17.81,0
10,17,0.13,1.68,0.73,2.41,39.5,0,90.66,1.3,17.87,0.1
11,17,0.12,1.66,0.96,2.61,39,0,90.18,1.3,18.2,0.8
12,19,0.12,2.01,0.89,2.91,38.7,0,88.43,1.3,18.84,2.6
11,20,0.12,1.99,1.05,3.04,37.8,0,84.43,1.3,19.88,5.9
10,19,0.12,1.84,1.16,3,36.6,0,83.24,1.3,20.3,7.1
9,18,0.12,1.72,1.05,2.78,36.3,0,83.61,1.4,19.77,5.5
11,17,0.13,1.83,1.05,2.87,34.6,0,86.38,1.3,19.6,5.1
8,10,0.13,1.88,0.97,2.85,33.4,0.2,91.72,1.3,19.43,1.9
7,11,0.12,1.68,1.09,2.77,34.8,0,92.2,1.3,18.88,0.8
7,14,0.12,2.08,1.03,3.12,35.1,0.2,90.25,1.3,18.57,0.4
11,16,0.13,1.88,0.88,2.76,34.4,0,91.39,1.4,18.35,0.1
9,14,0.13,1.98,0.96,2.94,32.7,0.2,92.6,1.3,18.15,0
9,16,0.12,1.78,0.79,2.56,34.7,0.2,91.15,1.3,17.89,0
11,19,0.12,1.71,0.66,2.36,35.3,0,89.42,1.2,17.94,0
11,17,0.13,1.87,0.93,2.79,33.4,0.6,90.37,1.3,18.2,0
11,17,0.13,1.77,1.11,2.88,33.9,0.2,92.24,1.2,18.26,0
11,16,0.13,1.74,0.73,2.47,34.6,0,92.56,1.3,18.25,0
11,18,0.13,1.57,0.76,2.33,35.7,0,91.57,1.2,18.33,0
9,11,0.14,1.73,1.01,2.75,36.9,1,92.8,1.1,18.61,0
4,6,0.15,1.62,0.93,2.55,38.6,0.8,92.81,1.1,18.79,0
3,5,0.16,1.67,0.65,2.32,38.7,2.2,92.75,1.1,18.97,0
5,7,0.16,1.3,1.02,2.32,39.6,4.8,92.94,1.1,19.04,0
6,9,0.15,1.42,0.77,2.19,38.8,3.8,92.95,1.2,18.52,0
9,10,0.15,1.09,0.94,2.04,37.75,6,93.04,1.2,18.57,0
9,12,0.19,1.38,1.54,2.93,36.7,3.2,92.93,1.3,18.3,0
7,10,0.25,1.45,1.99,3.44,34.5,5.8,93.1,1.6,18.02,0
8,13,0.3,1.82,3,4.83,32.9,1.4,93.05,2.1,17.73,0.1
13,18,0.34,1.64,3.57,5.21,33.8,4.6,93.06,2.3,17.59,0.5
17,20,0.35,1.61,3.65,5.26,39,1.6,92.92,2.6,17.52,2.8
30,36,0.32,1.4,3.04,4.45,43,0.2,92.29,2.3,17.4,4
37,42,0.31,1.43,2.21,3.64,46.9,0,91.9,1.9,16.98,2.9
32,37,0.25,1.29,1.97,3.26,48.8,0,91.44,1.6,16.76,2.6
23,28,0.23,1.48,1.66,3.14,50.6,0,91.12,1.3,16.48,1.1
23,27,0.22,1.46,1.53,3,54.5,0,91.89,1.3,15.8,0.5
20,28,0.21,1.29,1.4,2.69,55.5,0,89.73,1.4,15.55,0.2
21,31,0.21,1.22,1.42,2.65,55.8,0,89.02,1.4,15.4,0
19,29,0.21,1.26,1.51,2.78,54.5,0,88.32,1.4,15.44,0
17,29,0.2,1.69,1.39,3.09,53.8,0,86.39,1.4,15.45,0
16,28,0.19,1.53,1.28,2.8,52.1,0,86.57,1.3,15.22,0
17,30,0.2,1.27,1.23,2.5,51.5,0,86.71,1.2,14.85,0
19,32,0.2,1.23,1.18,2.41,52.6,0,87.45,1.2,14.75,0
19,32,0.19,1.5,1.09,2.59,52,0,87.48,1.3,14.68,0
25,34,0.215,1.435,1.75,3.185,44.55,0,85,1.55,15.1,6.35
20,29,0.2,1.52,1.53,3.055,47.4,0,84,1.4,15.2,5.3
20,31,0.195,1.4,1.475,2.88,48.05,0,86,1.45,15.1,5.05
18,30,0.19,1.635,1.46,3.1,47.05,0,83,1.45,14.8,5.05
18,30,0.19,1.425,1.38,2.805,45.9,0,84,1.35,14.2,5.05
18,32,0.185,1.54,1.31,2.85,46.15,0,85,1.4,14.3,5.05
19,30,0.19,1.55,1.53,3.0825,43.85,0,81,1.45,15,7.7
