PM25,PM10,CO,NO,NO2,NOx,O3,RAINFALL,RH,SO2,TEMP,UVB
10,16,0.17,1.01,2.67,3.68,46.5,0,85,1.1,12.84,0
11,16,0.17,1.6,1.84,3.44,46.2,0,85,1.1,12.84,0
12,18,0.17,1.28,2.28,3.56,44.6,0,86,1,12.99,0
12,16,0.18,1.48,3.41,4.88,43,0,86,1,13.46,0.3
11,14,0.18,1.64,3.55,5.18,42.7,0,86,1.1,14.2,0.9
11,15,0.19,2.17,4.32,6.49,41.4,0,84,1.2,15.44,2
10,14,0.19,2.08,3.95,6.02,42.1,0,83,1.3,18.32,5.3
10,14,0.23,2.38,4.18,6.56,46,0,78,2.1,21,7
13,19,0.29,2.56,6.56,9.12,53.5,0,75,2.7,22.86,8
17,27,0.36,2.7,9.37,12.07,63.3,0,76,3.2,22.18,5.6
30,44,0.35,2.34,8.79,11.13,64.1,0,73,3.4,20.38,3.4
31,38,0.36,1.61,8.66,10.27,70.8,0,77,4.7,18.59,1.3
28,39,0.38,2.03,12.45,14.48,62.2,0,79,8,18.27,0.7
30,42,0.32,1.63,11.89,13.53,47.9,0,83,5.9,15.84,0.1
24,35,0.22,1.54,5.02,6.56,45.8,0,83,2,14.66,0
16,29,0.21,1.64,4.59,6.23,46.2,0,85,1.5,14.73,0
17,29,0.2,1.31,3.46,4.78,50.7,0,84,1.1,14.36,0
16,30,0.21,1.46,3.26,4.72,49.5,0,83,0.9,14.14,0
16,26,0.19,1.2,2.34,3.54,48,0,81,0.9,14,0
14,22,0.23,1.32,2.38,3.69,55.7,0,74,1.2,15.04,0
16,24,0.25,1.52,2.6,4.12,60.3,0,77,1.2,14.73,0
16,21,0.23,1.44,1.42,2.85,55.8,0,78,1.1,15,0
14,21,0.23,1.53,1.45,2.98,58,0,78,1.5,14.05,0
14,19,0.24,1.48,1.68,3.16,57.4,0,76,2.4,13.45,0
18,25,0.24,1.57,1.92,3.48,59.9,0,73,2.3,13.71,0
17,23,0.24,1.14,1.59,2.73,58.6,0,78,2.2,13.86,0
18,26,0.23,1.07,1.51,2.58,55.6,0,75,1.9,14.03,0
16,22,0.22,0.79,1.1,1.9,52,0,73,1.8,15.64,0.5
16,22,0.19,0.98,0.83,1.81,52.1,0,75,1.7,17.42,1.3
17,27,0.23,1.11,1.68,2.79,50.5,0,78,2.3,17.04,2.5
18,26,0.33,2.02,6.59,8.61,47.7,0,76,7.5,20.98,5.5
26,37,0.59,3.29,19.26,22.56,53.6,0,80,7.2,20,3.7
39,55,0.5,2.3,15.46,17.76,56.6,0,78,6.2,20.235,3.3
37,50,0.41,2,11.65,13.65,56.5,0,82,6.1,19.8625,3.3
34,45,0.33,1.76,7.03,8.79,56.5,0,73,3.9,19.49,2.7
25,33,0.27,1.33,4.22,5.55,61.9,0,74,3.1,19.35,2.1
23,33,0.26,1.14,3.55,4.69,58.7,0,78,2.8,17.41,0.8
22,29,0.24,1.19,2.38,3.57,58.2,0,81,2.3,15.24,0.1
22,32,0.24,1.42,2.38,3.79,49.6,0,82,1.8,14.74,0
20,31,0.2,1.13,1.21,2.34,48.1,0,82,1.8,15.18,0
18,28,0.21,1.31,1.26,2.58,47,0,84,1.8,14.95,0
18,28,0.22,1.27,1.52,2.79,40.8,0,87,1.6,14.32,0
16,21,0.24,1.24,1.65,2.89,43.8,0,85,1.3,13.75,0
8,8,0.27,1.4,1.08,2.48,48.6,0,87,1.3,13.81,0
6,6,0.28,1.19,1.14,2.33,53.4,0,87,1.3,13.27,0
5,6,0.26,0.86,1.03,1.89,51.6,0,87,1.4,13.47,0
6,9,0.25,1.01,0.54,1.56,51.5,0,86,1.6,13.62,0
7,7,0.26,0.86,0.57,1.43,52.5,0,87,1.5,13.56,0
11,12,0.27,1.1,0.89,1.99,57.2,0,87,3.4,13.49,0
13,16,0.29,0.72,1.35,2.07,58.3,0,90,4.8,13.28,0
16,20,0.33,1.02,1.94,2.96,64.1,0,92,5.6,12.89,0
29,35,0.42,1.16,2.95,4.11,74.2,0,92,6.5,12.44,0.3
47,56,0.41,1.22,3.02,4.23,72.4,0,92,5.9,12.69,0.7
33,43,0.38,1.19,2.8,4,69.9,0,95,5,12.98,1
22,31,0.35,1.3,2.23,3.53,68,0,94,3.9,13.32,1.6
22,31,0.32,1.11,2.27,3.38,63.5,0.6,93,2.2,14.045,1
15,19,0.29,0.94,1.95,2.89,59.2,1.8,93,1.5,14.77,2.6
15,19,0.29,1.17,1.86,3.03,59.45,0.9,94,1.45,14.66,2.5
10,12,0.285,1.23,1.875,3.105,59.7,0,93,1.4,14.55,1.5
12,17,0.28,1.29,1.89,3.18,58.4,0,95,1.6,14.68,0.6
10,12,0.27,1.13,2.56,3.69,55.1,0.4,94,1.8,14.85,0.2
10,12,0.26,1.22,2.49,3.71,54.5,1.8,94,1.7,15.14,0
7,6,0.26,1.22,4.08,5.31,52.9,0.8,95,3.4,15.1,0
5,5,0.26,1.23,9.19,10.42,46.1,0.4,94,6.2,15.17,0
8,9,0.25,1.32,2.9,4.22,51.7,0.8,94,1.8,15.16,0
11,13,0.23,1.12,1.22,2.34,54.6,2.6,93,1.3,14.4,0
10,10,0.23,0.82,1.18,2,52,2.2,94,1.2,14.81,0
8,10,0.23,1.12,1.13,2.25,50,0,93,1.3,14.9,0
8,9,0.23,1.02,0.82,1.84,50.3,0,95,1.1,14.97,0
7,8,0.23,0.89,0.98,1.87,49.5,0,94,1.5,14.72,0
8,10,0.23,0.99,0.56,1.55,49.3,0,94,1.6,14.39,0
5,6,0.24,1.26,0.74,2,48.8,0,92,1.7,13.95,0
6,6,0.24,0.99,1.32,2.31,41.7,0,96,2.6,14.34,0
9,12,0.24,1.43,1.4,2.83,45.7,0,93,2.2,14.8,0
9,10,0.24,1.57,1.25,2.82,45.6,0,93,2.5,14.87,0.1
7,9,0.24,1.27,2.73,4,38.8,0,92,4.2,15.74,0.4
12,12,0.22,1.3,1.36,2.66,42.1,0,93,3.8,17.03,1.3
7,7,0.25,1.84,2.48,4.33,39.6,0,88,6.7,19.91,3.5
14,17,0.26,2.19,3.27,5.46,37.1,0,92,7.5,20.06,3.8
18,22,0.39,2.71,7.51,10.22,38.4,0,88,7.1,20.37,4.4
29,34,0.41,2.8,9.04,11.85,54.85,0,91,6.1,19.77,2.8
30,36,0.37,1.925,8.495,10.425,52.9,0,89,3.4,19.19,3.4
33,36,0.255,1.05,7.95,9,48.7,0,88,3.7,18.61,1.9
10,12,0.24,0.89,1.26,2.15,52.95,1.3,90,1.1,15.665,2.1
10,11,0.24,0.89,1.215,2.105,50.65,0,80,1.1,15.915,2.1
10,12,0.24,0.775,1.14,1.915,50.4,0,84,1.2,15.825,2.1
8,10,0.245,0.96,1.02,1.98,50.05,0,82,1.3,15.44,2.1
10,12,0.245,1.045,1.35,2.395,48.5,0,80,1.55,15.865,2.1
12,12,0.245,0.965,2.015,2.98,45.05,0,92,2.55,16.335,2.3
12,15,0.25,1.25,1.89,3.145,45.45,0,90,3.8,18.42,3.85
20,24,0.32,1.685,4.405,6.09,44.85,0,91,4,18.65,4.3
22,24,0.31,1.2925,4.8975,6.1925,52.1,0,90,2.15,18.06,3.8
10,12,0.245,0.775,1.28,2.055,52.125,0.65,93,1,16.2975,3.15
10,12,0.245,0.7175,1.22,1.9375,50.85,0,92,1.05,16.3775,3.15
12,12,0.2475,0.8525,1.325,2.1775,49.9,0,86,1.225,16.3975,3.15
16,18,0.25,0.955,1.595,2.5525,48.375,0,92,2.35,17.675,4.025
10,12,0.28,0.97625,3.09875,4.07625,51.7,0,92,1.525,17.495,4
12,12,0.2475,0.68875,1.26,1.94875,51.075,0,92,0.975,16.65375,3.675
10,12,0.25,0.8075,1.4475,2.25625,49.8375,0,92,1.625,17.3025,4.1125
10,12,0.24875,0.674375,1.28,1.954375,51.1875,0,94,0.9375,16.791875,3.9375
11,13,0.249375,0.6671875,1.29,1.9571875,51.24375,0,92,0.91875,16.8609375,4.06875
13,15,0.25,0.66,1.3,1.96,51.3,0,87,0.9,16.93,4.2
10,10,0.28,0.38,1.41,1.79,52.8,0,85,0.9,18.95,6.9
13,14,0.28,0.63,1.6,2.23,50.9,0,83,1,18.54,7.4
15,16,0.31,0.71,1.73,2.44,51.9,0,83,0.9,18.65,8
16,17,0.31,0.98,2.71,3.69,51.6,0,85,0.7,17.96,6.7
18,18,0.32,1.03,3.38,4.41,51.4,0,86,0.7,16.71,3.8
19,19,0.33,0.97,3.94,4.91,50.1,0,86,0.7,15.82,1.8
18,18,0.36,0.96,3.97,4.94,52.7,0,81,0.6,15.16,0.6
17,17,0.38,0.83,3.81,4.64,61.4,0,73,0.9,14.91,0.1
18,15,0.37,0.84,3.78,4.62,65.7,0,76,1.3,14.67,0
31,35,0.38,0.83,3.8,4.64,66.2,0,76,1.5,14.44,0
41,46,0.37,0.73,3.84,4.58,66.5,0,89,1.6,13.64,0
46,54,0.33,0.56,3.73,4.29,65.8,0,92,1.5,12.46,0
39,46,0.33,0.7,3.68,4.38,65.5,0,94,2,12.51,0
41,48,0.33,0.69,3.92,4.61,65.4,0,95,2.4,12.34,0
34,42,0.34,0.71,4.16,4.86,65.4,0,95,2.5,12.1,0
39,47,0.34,0.62,3.56,4.18,66.4,0,93,1.5,11.98,0
39,48,0.32,0.47,2.51,2.98,66.3,0,92,1.3,11.87,0
32,38,0.31,0.56,2.01,2.57,65.8,0,92,1.5,11.74,0
29,35,0.31,0.44,1.77,2.2,66.5,0,88,1.6,11.84,0
30,35,0.32,1.02,1.56,2.58,66.3,0,91,1.7,11.87,0
35,43,0.33,1.08,1.39,2.47,67.2,0,90,1.8,11.94,0.1
35,43,0.33,1.05,1.39,2.44,67.1,0,87,1.9,13.49,0.7
37,45,0.33,0.99,1.49,2.48,65.4,0,82,2.2,15.19,2.2
38,46,0.34,1.07,2.13,3.19,61.4,0,83,8.5,17.03,4.2
41,55,0.32,1.12,4.84,5.96,62.4,0,80,4,17.08,6.5
36,45,0.33,1.23,2.75,3.98,65.3,0,76,2.6,17.865,6.9
41,49,0.33,0.92,2.13,3.05,64.8,0,80,2.3,18.65,7.4
43,47,0.32,1.09,2.64,3.73,63.3,0,79,1.8,18.265,6.1
44,48,0.31,1.1,3.15,4.26,63.8,0,82,1.5,17.88,4.3
41,48,0.31,1.15,3.27,4.42,63.9,0,86,1.2,16.37,2
37,45,0.3,1.06,3.4,4.46,63.1,0,87,0.9,14.04,0.7
32,37,0.3,1.25,3.32,4.56,61.4,0,88,1,13.2,0.1
31,38,0.3,1.03,3.64,4.68,57.9,0,89,2.2,12.7,0
33,41,0.3,1.03,5.02,6.05,57.9,0,88,4.6,13.15,0
35,45,0.3,1.06,4.63,5.69,59.5,0,88,2.1,13.4,0
29,38,0.3,1.25,3.18,4.44,60.5,0,87,1.2,13.66,0
24,32,0.3,1.26,2.78,4.04,59.7,0,87,1.3,13.7,0
24,31,0.3,1.07,2.56,3.63,58.7,0,89,1.1,13.26,0
24,30,0.3,1.12,2.72,3.83,57,0,87,1,12.93,0
23,29,0.29,0.87,2.61,3.47,57.7,0,89,1,12.97,0
24,34,0.29,1.05,1.48,2.53,56.6,0,89,1.2,12.48,0
23,30,0.3,1.05,1.3,2.35,55.9,0,87,0.9,12.36,0
23,31,0.3,0.88,1.52,2.4,56.4,0,88,1,12.19,0
23,30,0.29,1.33,2.04,3.37,55.8,0,89,0.9,12.41,0
25,33,0.3,1.58,1.5,3.08,55.8,0,91,0.9,13.11,0.1
25,34,0.3,1.55,1.45,3,56.2,0,95,1,16.23,0.7
28,34,0.3,1.44,2.05,3.49,56.2,0.2,93,1.1,18.9,2.2
23,29,0.31,1.45,2.4,3.85,58,0,84,1.3,20.06,4.1
24,30,0.38,1.6,3.21,4.81,61.8,0,85,1.8,22.17,5.8
26,32,0.47,1.74,5.63,7.37,71.8,0,79,2.2,22.08,6.3
29,38,0.44,1.61,6.52,8.13,82.1,0,75,3.7,22.82,7
35,44,0.41,1.75,6.14,7.88,81.2,0,75,3,22.75,6.4
41,53,0.39,1.48,6.08,7.56,82.3,0,82,3.2,22.27,4.2
37,47,0.36,1.69,6.56,8.25,62.6,0,72,2.1,20.14,2.1
30,32,0.35,1.82,5.47,7.29,61.2,0,71,1.1,19.16,0.7
26,29,0.36,1.61,5.91,7.51,61.5,0,71,1,17.15,0.1
27,32,0.31,1.68,3.81,5.48,62.9,0,75,0.8,16.36,0
22,27,0.33,1.55,3.59,5.14,61.9,0,73,0.9,16.04,0
26,31,0.33,1.5,3.82,5.32,61.3,0,75,1.4,15.87,0
23,27,0.32,1.6,3.8,5.4,61,0,81,1.4,14.98,0
25,30,0.32,1.68,3.31,5,62.3,0,75,1.2,14.75,0
29,39,0.34,1.79,3.74,5.53,66.2,0,73,1.5,16.44,0
26,32,0.29,1.63,3.58,5.21,65,0,76,1.1,16.57,0
22,29,0.28,1.65,2.77,4.42,63.3,0,77,1,15.95,0
22,31,0.32,1.44,1.96,3.41,62.6,0,73,1.4,16.14,0
24,31,0.43,1.36,2.61,3.97,55.7,0,73,5.5,15.85,0
23,29,0.47,1.81,8.52,10.32,50.2,0,73,6.7,15.72,0
27,34,0.39,1.29,6,7.29,56.7,0,82,4.4,15.22,0
36,47,0.41,1,4.98,5.98,48.7,0,89,4.8,14.15,0.1
33,42,0.41,1.13,4.94,6.08,42.6,0,93,2.1,13.01,0.3
8,9,0.45,1.06,3.88,4.94,42.9,0,94,2.2,11.46,0.3
5,5,0.53,1.12,3.04,4.16,45.7,0,94,1.5,11.47,0.4
3,4,0.6,1.06,2.64,3.7,47.1,0,95,1.4,11.26,0.7
3,5,0.45,1.29,2.52,3.8,51,0.8,95,1.3,10.81,0.4
2,2,0.34,1.12,2.1,3.22,53.8,1,97,1.2,9.95,0.4
2,2,0.28,1.2,2.57,3.77,52.7,1.4,99,0.9,8.36,0.3
2,2,0.27,1.12,3.14,4.26,50.6,1.2,100,1,7.21,0.1
2,1,0.28,1.14,3.49,4.64,50.4,1.2,100,0.8,6.93,0.1
3,2,0.27,1.44,3.48,4.92,51.8,2,100,0.9,6.48,0
4,4,0.24,1.4,3.28,4.68,52.6,1.6,100,0.8,6.08,0
3,3,0.23,1.31,3.15,4.45,52.5,1.8,100,1,5.78,0
3,3,0.24,1.37,3.08,4.44,52,1.6,99,0.9,5.59,0
5,4,0.24,1.54,2.8,4.34,51.2,1.4,100,0.9,5.34,0
4,5,0.23,1.26,2.9,4.16,51,1,99,0.8,5.12,0
4,4,0.25,1.42,2.77,4.2,50.9,1,100,0.9,5.1,0
3,4,0.25,1.32,2.9,4.22,50.5,0.8,100,0.8,5.08,0
3,3,0.24,1.3,2.66,3.97,51.2,1,100,0.9,4.93,0
2,2,0.24,1.02,2.48,3.49,51.9,1.6,100,0.9,4.83,0
3,5,0.23,1.13,1.61,2.75,51.7,0.8,100,1.1,5.03,0
2,3,0.23,1.1,1.33,2.43,51.8,0.6,100,1.7,4.89,0
4,5,0.24,1.08,1.28,2.36,51.4,1.2,100,1.9,4.59,0
5,7,0.26,1.43,1.9,3.33,50.1,1.2,100,2,4.54,0
7,9,0.27,1.01,1.97,2.98,48.6,1.2,100,2,4.7,0
6,8,0.26,1.06,1.72,2.77,49.5,1,100,1.7,4.84,0
6,7,0.25,0.99,1.54,2.53,49.2,1.6,100,1.5,4.89,0.1
4,5,0.24,1.09,1.46,2.55,48.4,1,100,1.6,4.99,0.4
6,7,0.23,1.38,1.44,2.82,47.5,0.6,100,1.5,4.8,0.4
4,5,0.23,1.11,1.65,2.76,46.5,0.8,100,1.5,4.93,0.6
5,7,0.22,1.12,1.57,2.7,45.9,1,100,1.5,4.885,0.7
2,3,0.22,1.31,1.93,3.24,45.9,1,100,1.4,4.9275,0.6
4,3,0.21,1.42,2.35,3.77,46.7,0.6,100,1.3,4.97,0.5
3,3,0.21,1.5,2.56,4.06,47.1,1.2,100,1.3,4.79,0.2
4,4,0.21,1.47,2.64,4.11,47.5,1,100,1.3,4.61,0
4,4,0.21,1.32,2.98,4.3,47.7,1.4,100,1.2,4.49,0
2,3,0.2,1.3,2.65,3.96,48.5,0.6,100,1.3,4.68,0
3,4,0.19,1.2,2.57,3.77,48.7,0.8,100,1.2,5.1,0
5,5,0.2,1.29,2.55,3.84,48.1,2.2,100,1.3,5.28,0
5,5,0.22,1.37,2.71,4.08,45.7,2.4,99,1.4,5.27,0
2,3,0.22,1.38,3.11,4.49,44.7,0.4,100,1.4,5.13,0
4,4,0.21,1.2,3.13,4.33,47.2,0,100,1.4,4.96,0
3,4,0.19,1.29,2.79,4.08,50.3,0.4,100,1.4,4.88,0
2,4,0.2,1.19,2.59,3.78,50.1,0,99,1.8,5.29,0
4,8,0.21,1.44,1.83,3.27,48.2,1,99,2,5.63,0
5,7,0.21,1.18,1.46,2.64,47.8,1,99,1.8,5.84,0
5,6,0.23,1.38,1.35,2.73,46.3,1.2,99,2.3,5.75,0
8,9,0.24,1.14,2.33,3.47,42.9,0.6,100,3.2,5.57,0
7,8,0.24,0.92,2.47,3.4,42.9,0.2,100,3.5,5.17,0
7,10,0.24,1.46,2.35,3.81,45.7,0.2,100,3.6,4.96,0.1
9,14,0.26,1.07,2.53,3.59,44.9,0,100,4.7,5.21,0.3
9,16,0.28,1.27,2.9,4.18,43.9,0,100,5.8,5.35,0.5
10,16,0.29,1.11,3.16,4.27,43.9,0.2,100,6.5,5.5,1.2
7,14,0.31,1.32,3.42,4.74,45.5,0.2,100,7.5,5.78,2.3
9,18,0.3,1.37,3.96,5.33,48.4,0,100,6.3,5.925,3.4
16,23,0.3,1.33,4.02,5.35,50.8,0,99,4.8,6.1375,2.9
18,23,0.3,1.36,3.88,5.24,52.5,0,98,4.65,6.35,1.8
21,28,0.3,1.355,3.555,4.905,53.95,0,97,4.5,6.6,0.8
16,24,0.29,1.35,3.23,4.57,55.4,0,96,4.1,6.77,0.3
11,21,0.31,1.24,3.09,4.33,59.6,0,96,4.2,7.01,0
11,21,0.3,1.29,3.76,5.05,60.2,0,95,3.7,7.32,0
9,18,0.31,1.28,3.89,5.17,62.4,0,95,3.8,7.78,0
11,17,0.32,1.43,3.86,5.29,64.6,0.2,94,4,8.36,0
12,16,0.33,1.48,3.99,5.46,65.5,0,93,3.8,9.1,0
10,14,0.29,1.34,4.58,5.91,59.1,0.2,92,5.2,9.9,0
9,11,0.27,1.5,8.67,10.17,46.5,0,92,9,10.25,0
6,10,0.26,1.49,10.02,11.51,43.8,0.2,92,8.7,10.4,0
5,10,0.25,1.19,6.99,8.18,48.3,0,91,2.9,10.6,0
6,12,0.24,1.18,3.15,4.32,49.8,0,91,1.6,10.88,0
7,8,0.24,1.45,1.82,3.27,48.1,0,90,1.5,11.01,0
6,7,0.23,1.29,1.55,2.84,49.6,0,90,1.4,11.24,0
6,7,0.23,0.82,1.81,2.62,47.4,0,90,1.4,11.34,0
4,5,0.23,0.71,1.75,2.46,44.8,0,90,1.5,11.31,0.1
6,7,0.23,0.51,1.91,2.42,45.6,0,92,1.4,12.03,0.4
9,11,0.23,0.8,1.99,2.79,43.9,0,94,1.5,13.29,1.5
7,9,0.3,1.06,2.08,3.14,45.6,0,85,2.5,14.65,1.6
17,20,0.51,0.91,7.05,7.96,47.3,0,87,6.4,13.55,1.1
38,53,0.57,0.95,16.39,17.34,41.8,0,89,6.1,13.02,1.1
45,59,0.46,0.93,17.73,18.66,41.7,0,89,4.6,13.13,1
32,39,0.38,0.94,13.52,14.46,48.1,0,88,2.4,13.34,1
30,34,0.37,1,8.18,9.18,56.3,0,88,1.9,14.46,1.2
32,38,0.33,0.79,6.54,7.33,53.6,0,86,1.6,14.81,0.8
22,26,0.37,0.83,6.33,7.16,55.8,0,85,1.9,14.59,0.4
26,32,0.4,0.82,6.98,7.81,57.5,0,85,2.1,13.78,0
24,29,0.31,1.01,6.4,7.41,55.8,0,86,1.6,13.45,0
16,20,0.27,1.09,4.51,5.6,54.9,0,83,1.3,13.64,0
13,18,0.29,0.85,4.2,5.05,53.9,0,77,1.3,14.8,0
14,16,0.27,0.93,4.22,5.15,54,0,78,1.2,15.64,0
10,12,0.28,0.92,4.18,5.1,55.5,0,78,1.3,15.97,0
12,15,0.31,0.94,4.17,5.11,60.3,0,75,1.5,16.07,0
18,24,0.32,0.88,4.69,5.58,65,0,78,1.7,15.66,0
25,31,0.33,0.65,4.63,5.28,67.9,0,79,2,15.34,0
28,40,0.38,0.4,3.81,4.21,66.5,0,81,3.1,15.19,0
32,45,0.33,0.67,3.94,4.61,62.2,0,81,2.6,15.49,0
29,38,0.32,0.63,3.63,4.27,52.8,0,82,3.3,15.43,0
27,34,0.28,1.08,3.54,4.62,50.8,0,79,2.3,16.12,0
20,25,0.32,0.77,3.1,3.87,52.5,0,84,2.4,15.18,0
18,22,0.34,0.88,3.56,4.45,49,0,84,2.4,14.94,0.2
16,22,0.35,0.99,4.76,5.75,45.9,1,89,3,14.84,0.2
14,18,0.37,1.09,5.09,6.17,50.1,0.8,88,2.9,13.59,0.3
5,10,0.39,0.84,3.17,4.01,48.3,0,89,2.2,12.97,0.6
6,11,0.4,1.11,2.38,3.49,46.6,0,90,2.3,13.21,1.6
12,20,0.4,1.02,3.17,4.19,45.3,0,88,2.1,13.82,1
8,13,0.37,1.33,3.25,4.57,47.1,0,89,1.7,13.45,1.3
11,20,0.38,1.15,3.13,4.28,46.5,0.2,88,1.6,13.94,1.6
17,26,0.38,1.04,3.43,4.47,45,0,89,1.7,14.05,0.6
18,28,0.37,1.32,4.18,5.51,44.5,0,84,1.6,14.47,0.2
20,26,0.3,1.11,5.23,6.33,46.9,0,85,1.6,15.31,0.1
13,13,0.35,1.11,4.9,6.01,44.3,0,89,1.9,12.14,0
11,15,0.33,1,4,5,48.7,0,89,2.2,11.01,0
15,25,0.3,1.25,3.9,5.15,60.3,0,83,3.1,11.45,0
21,51,0.28,0.97,4.4,5.37,61.8,0,82,5.4,11.78,0
24,62,0.28,1.02,10.63,11.66,51.8,0,82,16.2,12.28,0
25,69,0.28,1.45,13.61,15.06,54.6,0,82,13.7,12.63,0
24,68,0.28,1.29,7.73,9.02,61.7,0,83,8.4,12.57,0
24,70,0.27,1.14,5.24,6.38,62.8,0,82,5.6,12.55,0
24,72,0.27,1.03,2.91,3.93,62.6,0,84,3.6,12.81,0
23,64,0.27,1.11,2,3.11,61.4,0,85,2.5,12.93,0
23,60,0.28,0.81,1.61,2.41,60.8,0,84,2.2,13.29,0
23,54,0.29,1.25,1.66,2.91,57.8,0,85,2,14.18,0
19,34,0.29,1.2,1.33,2.52,56.8,0,83,1.6,14.73,0.1
16,24,0.29,1.35,1.16,2.51,55.7,0,85,1.7,18.34,0.8
17,23,0.3,1.17,1.4,2.57,54.9,0,84,1.8,20.91,2.3
19,28,0.3,1.21,1.56,2.76,53.3,0,76,2.4,22.09,3.9
22,33,0.3,1.23,2.09,3.32,54.4,0,77,3,22.7,4.8
24,39,0.32,1.14,2.72,3.87,56.8,0,75,2.8,21.5,4
24,40,0.33,1.01,3.98,4.99,56.7,0,71,2.7,20.4,2.5
22,35,0.31,1.08,5.58,6.66,54.2,0,73,1.9,20.33,2.2
19,25,0.33,1.37,4.86,6.24,59.4,0,74,2,19.36,0.9
22,33,0.38,1.47,6.2,7.67,68.1,0,73,2.6,18.98,0.3
31,45,0.39,1.33,8.37,9.69,74.6,0,76,3.9,18.99,0.2
36,49,0.42,1.54,9.07,10.61,74.1,0,75,5.4,18.5,0
36,49,0.36,1.55,9.29,10.83,62.1,0,76,5.1,18.38,0
29,41,0.37,1.45,9.71,11.16,55.1,0,76,4.8,18.84,0
29,45,0.375,1.6,10.34,11.94,50.5,0,78,4.8,18.55,0
29,43,0.38,1.37,10.28,11.65,50.9,0,78,3.9,18.02,0
25,36,0.34,1.45,8.38,9.82,47.4,0,80,3.2,17.6,0
20,29,0.31,1.57,7.09,8.66,43.5,0,81,2.7,17.36,0
19,27,0.33,1.58,7.84,9.42,42.9,0,81,3.1,17.02,0
24,33,0.325,1.53,7.83,9.36,50,0,82,2.7,16.84,0
28,38,0.32,1.13,5.18,6.31,54,0,83,2.3,16.48,0
21,25,0.29,1.18,3.13,4.31,56.2,0,81,1.3,16.26,0
10,15,0.33,1.15,2.79,3.93,52.4,0,85,1.7,16.89,0
10,20,0.3,1.7,3.68,5.37,46.9,0,84,1.7,17.15,0
15,25,0.26,1.44,3.1,4.54,37.9,0,87,2.1,17.78,0.1
22,36,0.26,1.44,3.21,4.65,34.2,0,87,3.1,20.3,0.8
16,18,0.28,1.56,4.04,5.6,34.5,0,74,3.4,22.47,2.3
15,20,0.29,1.84,4.76,6.6,36.4,0,75,3.4,24.6,4.4
19,29,0.33,1.73,6.93,8.66,46,0,75,4.1,24.34,6.5
31,48,0.34,1.59,8.51,10.11,59.6,0,77,4.3,23.01,7.6
37,56,0.32,1.95,7.72,9.67,69.2,0,72,3.5,23.1,7.8
29,44,0.29,2.03,7.51,9.54,63.2,0,77,3,23.12,6.4
26,39,0.3,2.16,7.81,9.97,57.2,0,79,2.7,21.63,3.6
22,35,0.22,1.88,7.03,8.9,42,0,79,1.9,19.54,1.3
14,19,0.2,2.18,5.3,7.49,37.5,0,76,1.2,19.52,0.7
9,13,0.19,1.91,4.73,6.64,34.5,0,76,1,19.17,0.1
8,10,0.2,2.04,5.16,7.19,35.5,0,77,1.3,18.62,0
13,18,0.27,2.14,6.16,8.31,34.5,0,82,1.3,18.02,0
23,29,0.25,2.12,6.75,8.87,39.4,0,84,0.9,17.36,0
12,15,0.3,1.97,5.17,7.14,45.9,0,87,1.1,16.36,0
13,15,0.41,1.68,4.67,6.35,54.4,0,89,2.1,14.71,0
26,31,0.36,1.85,5.11,6.96,62.6,0,88,4.6,13.47,0
38,60,0.44,1.8,6.03,7.83,80.1,0,82,9.4,12.79,0
58,107,0.455,1.8,5.89,7.68,86.5,0,86,14.1,12.45,0
74,137,0.47,1.45,4.19,5.64,85.4,0,88,11.9,11.44,0
65,117,0.41,1.62,3.28,4.89,80.2,0,78,7.6,11.06,0
48,86,0.45,1.46,2.99,4.44,83,0,83,12,11.32,0
67,130,0.6,1.2,4.2,5.4,80,0,85,16.5,11.12,0
82,143,0.74,1.26,4.31,5.57,73.9,0,88,19.5,11.04,0
99,162,0.81,1.05,4.66,5.72,72.3,0,90,21.6,10.83,0.1
110,189,0.9,1.15,5.14,6.3,63.7,0,92,19.6,10.78,0.6
110,189,0.92,1.49,5.11,6.6,63.8,0,92,15.8,11.01,1.5
103,199,0.84,1.29,5.05,6.34,67,0,88,14.3,10.9,2.5
96,214,0.66,1.22,4.91,6.13,70.6,0,90,10.9,10.535,5.1
86,241,0.5,1.12,4.42,5.53,68.3,0,89,6.8,10.595,3.4
73,249,0.4,1.19,4.41,5.59,62.1,0,92,4.8,10.4425,3.3
70,286,0.38,1.52,4.66,6.17,60.1,0,91,4.8,10.29,1.3
64,288,0.36,1.63,4.81,6.45,59.4,0,92,4.2,9.77,0.6
57,256,0.29,1.69,4.52,6.21,58.4,0,91,4.1,9.18,0.2
46,214,0.24,1.65,4.27,5.92,59.3,0,92,3.3,8.68,0
33,127,0.19,1.65,3.71,5.36,60.5,0,93,1.8,8.67,0
18,57,0.18,1.58,3.41,4.99,59.2,0,92,1.5,8.48,0
12,38,0.19,1.6,3.55,5.16,59.8,0,92,2,8.84,0
18,49,0.17,1.6,3.3,4.9,58.1,0,92,1.4,9.28,0
12,34,0.17,1.54,3.22,4.76,57.3,0,92,1.3,9.56,0
10,27,0.16,1.28,3.32,4.6,56.9,0,91,1.2,9.64,0
8,23,0.16,1.45,3.31,4.76,55.5,0,91,1.6,9.8,0
8,23,0.16,1.18,3.77,4.95,53.2,0,90,4.6,9.91,0
